
❤️❤️Radio,#group#
睛彩 篮球,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000020000011529/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011529&livemode=1&stbId=001C366F865C602F58587E8BE8616930
睛彩 青少,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000020000011525/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011525&livemode=1&stbId=001C366F865C602F58587E8BE8616930
CGTN记录,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236205/index.m3u8
CETV1,http://39.165.39.49:19901/tsfile/live/1090_1.m3u8?key=txiptv
中央新影-发现之旅,http://107.150.60.122/live/fxzl.m3u8
中央新影-老故事,http://107.150.60.122/live/lgs.m3u8
中国教育3,http://107.150.60.122/live/cetv3.m3u8
中国教育1,http://38.75.136.137:98/gslb/dsdqpub/cetv1hd.m3u8?auth=testpub
中国教育2,http://38.75.136.137:98/gslb/dsdqpub/cetv2.m3u8?auth=testpub
中国教育3,http://38.75.136.137:98/gslb/dsdqpub/cetv3.m3u8?auth=testpub
中国教育4,http://38.75.136.137:98/gslb/dsdqpub/cetv4.m3u8?auth=testpub
早期教育,http://38.75.136.137:98/gslb/dsdqpub/zqjy.m3u8?auth=testpub
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
重温经典,http://38.75.136.137:98/gslb/dsdqpub/cwjd.m3u8?auth=testpub
中央新影-老故事,http://38.75.136.137:98/gslb/dsdqpub/lgs.m3u8?auth=testpub
中央新影-发现之旅,http://38.75.136.137:98/gslb/dsdqpub/fxzl.m3u8?auth=testpub
国学,http://38.75.136.137:98/gslb/dsdqpub/gxpd.m3u8?auth=testpub
天元围棋,http://38.75.136.137:98/gslb/dsdqpub/gztywq.m3u8?auth=testpub
邵氏电影,http://192.151.150.154/live/lbssdy.m3u8
邵氏武侠,http://192.151.150.154/live/lbsswx.m3u8
邵氏动作,http://192.151.150.154/live/lbssdz.m3u8
邵氏喜剧,http://192.151.150.154/live/lbssxj.m3u8
寰宇新闻,http://my5353.com/hyxw
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
成龙电影,http://63.141.230.178/live/lbcl.m3u8
周润发电影,http://63.141.230.178/live/lbzrf.m3u8
周星驰电影,http://63.141.230.178/live/lbzxc.m3u8
邵氏武侠,http://63.141.230.178/live/lbsswx.m3u8
邵氏动作,http://63.141.230.178/live/lbssdz.m3u8
邵氏喜剧,http://63.141.230.178/live/lbssxj.m3u8
周星驰,http://63.141.230.178/live/hyzxc.m3u8
陈翔六点半,http://63.141.230.178/live/hycxldb.m3u8
林正英,http://63.141.230.178/live/hylzy.m3u8
CHC家庭影院,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236359/1.m3u8
SiTV都市剧场,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229280/smil/index.m3u8
y+,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229999/smil/index.m3u8
剧b,http://39.134.181.77:6610/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231330/42330389.smil/index.m3u8?fmt=ts2hls
普陀新闻,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236560/index.m3u8?fmt=ts2hls
普陀新闻,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236558/index.m3u8?fmt=ts2hls
求索记录,http://[2409:8087:2801:22:100::6f]/wh7f454c46tw310829647_836254127/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232776/1/index.m3u8?fmt=ts2hls
嵊泗电视,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236580/index.m3u8?fmt=ts2hls
嵊泗电视,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236582/index.m3u8?fmt=ts2hls
Y+剧场,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229999/index.m3u8?fmt=ts2hls
移动高清,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229434/index.m3u8?fmt=ts2hls
精品剧场,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231330/index.m3u8?fmt=ts2hls
高清娱乐,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228575/index.m3u8?fmt=ts2hls
咪咕体育,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235558/index.m3u8
咪咕体育,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235589/index.m3u8
咪咕视频,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235569/index.m3u8
咪咕足球4K,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235583/index.m3u8
电子竞技,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228572/index.m3u8?fmt=ts2hls
少儿动漫,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228387/index.m3u8?fmt=ts2hls
探索纪录,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231385/index.m3u8?fmt=ts2hls
漫游世界,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228581/index.m3u8?fmt=ts2hls
探索纪录,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228366/1/index.m3u8?fmt=ts2hls
爱科学,http://183.249.160.53:6610/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235603/1/index.m3u8?
爱奇谈,http://183.249.160.53:6610/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235605/1/index.m3u8?
CETV4,http://183.249.160.53:6610/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235543/1/index.m3u8?
宽带,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229434/smil/index.m3u8
？？广播,http://[2409:8087:2801:20:100::4a]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236505/index.m3u8fmt=ts2hls
昌黎,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/hebeidf.js?id=cl1&key=鍏虫敞鍏叡鍙封潳锛欰I绉戞妧鐢熸椿
清河经济综艺,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/hebeidf.js?id=qh2&key=关注公共号❤：AI科技生活
南和影视,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/hebeidf.js?id=nh2&key=关注公共号❤：AI科技生活
嘉佳卡通,http://38.75.136.137:98/gslb/dsdqpub/gdjjkt.m3u8?auth=testpub
岭南戏曲,http://38.75.136.137:98/gslb/dsdqpub/gdlnxq.m3u8?auth=testpub
烟,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/shandongsd.js?key=关注公共号❤️❤️：AI科技生活&id=ytdst&channelid=100012
长清,http://1.94.31.214/php/qilu.php?id=jncqxw
济铁,http://1.94.31.214/php/qilu.php?id=jnjrtv
济阳影视,http://1.94.31.214/php/qilu.php?id=jnjyys
商河影视,http://1.94.31.214/php/qilu.php?id=jnshys
章丘综合,http://1.94.31.214/php/qilu.php?id=jnzqzh
章丘公共,http://1.94.31.214/php/qilu.php?id=jnzqgg
莱山影视,http://1.94.31.214/php/qilu.php?id=ytlsys
莱阳民生综艺,http://1.94.31.214/php/qilu.php?id=ytlyms
动漫秀场,http://38.75.136.137:98/gslb/dsdqpub/dmxchd.m3u8?auth=testpub
都市剧场,http://38.75.136.137:98/gslb/dsdqpub/dsjchd.m3u8?auth=testpub
第一财经,http://38.75.136.137:98/gslb/dsdqpub/dycjhd.m3u8?auth=testpub
欢笑剧场,http://38.75.136.137:98/gslb/dsdqpub/hxjchd.m3u8?auth=testpub
生活时尚,http://38.75.136.137:98/gslb/dsdqpub/shsshd.m3u8?auth=testpub
哈哈炫动,http://38.75.136.137:98/gslb/dsdqpub/xdkthd.m3u8?auth=testpub
五星体育,http://38.75.136.137:98/gslb/dsdqpub/wxtyhd.m3u8?auth=testpub
汉语体育健康,http://107.150.60.122/live/xjtv7.m3u8
汉语综艺,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/xinjiang.js?id=hyzy
汉语体育健康,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/xinjiang.js?id=hyty
少儿,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/xinjiang.js?id=xjse
武术世界,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/henan.js?id=wspd
睛彩中原,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/henan.js?id=jczy
移动戏曲,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/henan.js?id=ydxj
象视界,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/henan.js?id=xsj
国学,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/henan.js?id=gxpd
文物宝库,http://1.94.31.214/php/hntv.php?id=wwbk
武术世界,http://1.94.31.214/php/hntv.php?id=wspd
睛彩中原,http://1.94.31.214/php/hntv.php?id=jczy
移动戏曲,http://1.94.31.214/php/hntv.php?id=ydxj
象视界,http://1.94.31.214/php/hntv.php?id=xsj
全纪实,http://39.165.39.49:19901/tsfile/live/1126_1.m3u8?key=txiptv
调解剧场移动,http://39.165.39.49:19901/tsfile/live/1124_1.m3u8?key=txiptv
移动戏曲,http://39.165.39.49:19901/tsfile/live/1118_1.m3u8?key=txiptv
快乐垂钓,http://39.165.39.49:85/tsfile/live/1115_1.m3u8?key=txiptv&playlive=0&authid=0
移动戏曲,http://39.165.39.49:85/tsfile/live/1118_1.m3u8?key=txiptv&playlive=0&authid=0
文物宝库,http://39.165.39.49:85/tsfile/live/1119_1.m3u8?key=txiptv&playlive=0&authid=0
梨园,http://39.165.39.49:85/tsfile/live/1120_1.m3u8?key=txiptv&playlive=0&authid=0
武术世界,http://39.165.39.49:85/tsfile/live/1121_1.m3u8?key=txiptv&playlive=0&authid=0
调解剧场,http://39.165.39.49:85/tsfile/live/1124_1.m3u8?key=txiptv&playlive=0&authid=0
全纪实,http://39.165.39.49:85/tsfile/live/1126_1.m3u8?key=txiptv&playlive=0&authid=0
嘉佳卡通,http://39.165.39.49:85/tsfile/live/1157_1.m3u8?key=txiptv&playlive=0&authid=0
卡酷动画,http://39.165.39.49:85/tsfile/live/1158_1.m3u8?key=txiptv&playlive=0&authid=0
炫动卡通,http://39.165.39.49:85/tsfile/live/1159_1.m3u8?key=txiptv&playlive=0&authid=0
先锋羽乒,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/hn.js?id=xfpy
快乐垂钓,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/hn.js?id=klcd
茶,http://1.94.31.214/live/live9/channel/js/k-web/PLTV/ku9/js/hn.js?id=cpd
黑莓动画,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236261/index.m3u8
黑莓电影,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236248/index.m3u8
哒啵赛事,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236207/index.m3u8
睛彩竞技,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232629/index.m3u8?fmt=ts2hls
睛彩篮球,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232657/index.m3u8?fmt=ts2hls
游戏,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229320/index.m3u8?fmt=ts2hls
都市剧场,http://[2409:8087:2801:20:100::015]/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229280/index.m3u8?fmt=ts2hls
爱动漫,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235628/1/index.m3u8?fmt=ts2hls
CHC家庭影院,http://192.151.150.154/live/chcjt.m3u8
CHC家庭影院,http://107.150.60.122/live/chcjt.m3u8
CHC动作电影,http://107.150.60.122/live/chcdz.m3u8
全运开幕,http://rihou.cc:555/tv/[mv]开幕咪咕
全运闭幕,http://rihou.cc:555/tv/[mv]闭幕咪咕
爱扒随便,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c03260bd23944f037001992ec72dba_258.mp4
分享更新,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8bfe4d0bd101e4f037001992d999551_258.mp4
不必纠结,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8be58b8bd78eb4f03700199278e02a1_258.mp4
能看就行,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8be6e30070a32010370019927e26463_258.mp4
今天演唱会二,http://rihou.cc:555/tv/[mv]今日演二
今天演唱会二,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8d56c6a1cc47b4f0370019981b1936a_258.mp4
今日演唱会下,http://rihou.cc:555/tv/[mv]今日演下
今日演唱会上,http://rihou.cc:555/tv/[mv]今日演上
阅兵装备详解,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8bc3d97bc5b9e4f037001991f54f4f9_258.mp4
抖精彩片段二,http://rihou.cc:555/tv/[mv]精彩片二
似水流年现场,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8bfa14dbc75c74f037001992c906e6c_258.mp4
今天演唱会四,http://rihou.cc:555/tv/[mv]今日演四
抖精彩片段二,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8d55f342b33eb0103700199818a670e_258.mp4
今天演唱会三,http://rihou.cc:555/tv/[mv]今日演三
车震一小时,http://gcw.bdcdn.shoujiduoduo.com/201805/0748-641.mp4
今天演唱会三,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8d56cda3884c0010370019981b36f0e_258.mp4
白嫖软件,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c02519bc71ce4f037001992e93a479_258.mp4
今天演唱会一,http://rihou.cc:555/tv/[mv]今日演一
今日演唱会下,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8d576391a55d74f0370019981d9b2f3_258.mp4
经典Dj嗨歌09,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8e884a6e896c30103700199cc4951c3_258.mp4
抖精彩片段一,http://rihou.cc:555/tv/[mv]精彩片一
马年粤语贺岁,http://rihou.cc:555/tv/[mv]粤语贺岁
今天演唱会四,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8d56d192b31c9010370019981b350f9_258.mp4
大街网源,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8be4e1207f61d01037001992765d8f6_258.mp4
抖精彩片段一,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8d55d9a38a29a01037001998179dc88_258.mp4
今天演唱会一,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8d56c0738b82a010370019981b0f51d_258.mp4
今日演唱会中,http://rihou.cc:555/tv/[mv]今日演中
马年港星贺岁,http://rihou.cc:555/tv/[mv]港星贺岁
[没出息]_二创,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8e9a72ae7d9e80103700199d0b76e2b_258.mp4
爱情重口味播,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8bfa076bc7f7f4f037001992c8c570d_258.mp4
免费观看,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8be3073073131010370019926f1b6bf_258.mp4
马年串烧贺岁,http://rihou.cc:555/tv/[mv]串烧贺岁
马年国语贺岁,http://rihou.cc:555/tv/[mv]国语贺岁
变形金刚视觉,https://vd3.bdstatic.com/mda-khb9j4g6c25biyqj/v1-cae/1080p/mda-khb9j4g6c25biyqj.mp4
Dreamcatcher,https://vd3.bdstatic.com/mda-mbiqgzsnfeyv74y6/v1-cae/1080p/mda-mbiqgzsnfeyv74y6.mp4
电子琴20,https://vdse.bdstatic.com//aa18d91f14915e1e79eacb046ac7747e.mp4
音乐520,https://vdse.bdstatic.com//0c8ed110c5522e9bd31752ecb999b1ab.mp4
3D投影-2视觉,https://vd4.bdstatic.com/mda-ncuiyrw7qj9x5w3z/720p/h264_delogo/1648560203494563586/mda-ncuiyrw7qj9x5w3z.mp4
变形金刚U,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/720p/h264_delogo/1649341231263414752/mda-nd6k8tnavw6sj0a5.mp4
变形金刚_4K,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/uhd/cae_h264_delogo/1649341416749683469/mda-nd6k8tnavw6sj0a5.mp4
变形金刚_2K,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/qhd/cae_h264_delogo/1649341416716222901/mda-nd6k8tnavw6sj0a5.mp4
变形金刚_LD,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/1080p/cae_h264_delogo/1649341416696755483/mda-nd6k8tnavw6sj0a5.mp4
车震视频,https://vd2.bdstatic.com/mda-mki7h67gag5wcev9/720p/h264/1637299107495714243/mda-mki7h67gag5wcev9.mp4
龙腾虎跃视觉,https://vd2.bdstatic.com/mda-nb48vhn84vq41zf3/1080p/cae_h264_delogo/1644042257215201305/mda-nb48vhn84vq41zf3.mp4
伤感情歌DJ,https://vd3.bdstatic.com/mda-mkv7idcnxrgc3cnd/sc/cae_h264/1638257251905732477/mda-mkv7idcnxrgc3cnd.mp4
浪子闲话-笑纳-赤伶,https://vd3.bdstatic.com/mda-mi0jir5caqx8xtmh/1080p/cae_h264/1630505223203305128/mda-mi0jir5caqx8xtmh.mp4
DJ串烧为爱流泪,https://vd3.bdstatic.com/mda-nci8jqpzeyqkhdxe/720p/h264_delogo/1647670097763149460/mda-nci8jqpzeyqkhdxe.mp4
3D-5视觉效果,https://vd3.bdstatic.com/mda-kksk814vwc1m06av/sc/mda-kksk814vwc1m06av.mp4
车载DJ,https://vd4.bdstatic.com/mda-nahdi45ud73s2842/sc/cae_h264_delogo/1642519489503455798/mda-nahdi45ud73s2842.mp4
3D大片频视觉,https://vd2.bdstatic.com/mda-ki2cvyhz79rw40wg/v1-cae/sc/mda-ki2cvyhz79rw40wg.mp4
3D裸眼-2视觉,https://vd4.bdstatic.com/mda-mdfijn4crxseyky0/sc/mda-mdfijn4crxseyky0.mp4
3D投影-1视觉,https://vd4.bdstatic.com/mda-ncuizu4wfrjswzxp/720p/h264_delogo/1648560283895563574/mda-ncuizu4wfrjswzxp.mp4
生物多样视觉,https://vd3.bdstatic.com/mda-ne6irx2irbjbbr6v/sc/cae_h264/1651932935194074079/mda-ne6irx2irbjbbr6v.mp4
3D-3视觉效果,https://vd4.bdstatic.com/mda-mdfijn4crxseyky0/1080p/cae_h264/1618549960/mda-mdfijn4crxseyky0.mp4
伤心DJ,https://vdse.bdstatic.com//4d7e8fe409b2ba9e08b179de8e146fa3.mp4
小鱼狂热,https://vd4.bdstatic.com/mda-mkn4iq79ihtufbc1/sc/cae_h264/1637639849265611965/mda-mkn4iq79ihtufbc1.mp4
车震视频,https://vd4.bdstatic.com/mda-mkj6mgsuic4gdknp/sc/cae_h264/1637383677947993989/mda-mkj6mgsuic4gdknp.mp4
视觉艺术视觉,https://vd2.bdstatic.com/mda-ncj8cwfhcr4zyrfd/sc/cae_h264_delogo/1647755833056552862/mda-ncj8cwfhcr4zyrfd.mp4
震撼纯电音,https://vd2.bdstatic.com/mda-mjshcpd847mhnjgj/sc/cae_h264/1635337200637124885/mda-mjshcpd847mhnjgj.mp4
车载视频,https://vdse.bdstatic.com//7e9d2da860d4ac39c0ea86502360d6fe.mp4
Beyond3,https://vd2.bdstatic.com/mda-nmbduj4y5qrhr14v/576p/h264/1670838831995101004/mda-nmbduj4y5qrhr14v.mp4
3D-4视觉效果,https://vd2.bdstatic.com/mda-kmtfv6y5gctpa35w/sc/mda-kmtfv6y5gctpa35w.mp4
3D裸眼-1视觉,https://vd2.bdstatic.com/mda-kka520dkkf8mrujz/sc/mda-kka520dkkf8mrujz.mp4
爱尔达体育1,http://www.kaniptv.cn/ua3.php?etoken=98kg7MdAIhZAdR6fGgjF%2BGBby2EkFuqevt%2BujVmLw0HP2LOAKKseBI9Zc3FArl03Ghf5jUuc%2FyUsjAYVK7cZx5r3DOOIaPTZ4UmNshB9leyZoIN6z5g3%2B1JjbRcC6NVLXhRLa2oZrd1uJTgbuQoMkG4456gAknxZwk2%2BDVS3igcPcMhkQ%2F8tBVQnnmnF75VdIwjxiWjfhn1orSS4uyF%2FgbJibSgcF%2FUhfdAjyRETScLhTYucGVKvbGpwfaUqQRSpyeKnIJWpbrgtxdJOkPVSwzEHZXMpNGHHg3UW5eJhvEpF%2FRu4aIm%2FSThGa8Tx%2F%2BGJA6%2BwxS2tE7KAC8CjT89TmA%3D%3D
可乐影院,https://live.ottiptv.cc/douyu/20415
小毅主播q,https://live.ottiptv.cc/douyu/6906628
开心锤锤,https://live.ottiptv.cc/douyu/9018297
美剧解说轮播,http://8.155.43.98:35455/douyu/9643264
寰宇新闻,http://rihou.cc:555/tv/寰宇新闻
贝贝影院,https://live.ottiptv.cc/douyu/431460
东京新宿视觉,https://vd4.bdstatic.com/mda-na6metzpvv5xqh6h/1080p/cae_h264/1641623274673701803/mda-na6metzpvv5xqh6h.mp4
3D电影频视觉,https://vd3.bdstatic.com/mda-kj0kfvyty9dk9nk0/v1-cae/sc/mda-kj0kfvyty9dk9nk0.mp4
S.H.E,https://vd2.bdstatic.com/mda-nkg6vju7i34is8z3/sc/cae_h264/1668668139955974515/mda-nkg6vju7i34is8z3.mp4
Beyond2,https://vd3.bdstatic.com/mda-nm75269264v485fe/sc/cae_h264/1670475833350119754/mda-nm75269264v485fe.mp4
车站奇遇-蔡明潘长江,https://vd3.bdstatic.com/mda-qawkdqae4p8cf3ch/sc/cae_h264/1706796688379722525/mda-qawkdqae4p8cf3ch.mp4
阿七点歌,https://live.ottiptv.cc/douyu/3186217
青春环游记专场,https://live.ottiptv.cc/huya/30080246
3D-2视觉效果,https://vd2.bdstatic.com/mda-kfhr50vjwtmttwxc/v1-cae/sc/mda-kfhr50vjwtmttwxc.mp4
奇光主播,https://live.ottiptv.cc/douyu/8009547
Beyond1,https://vd4.bdstatic.com/mda-pdmaxg5vf0bmrpxx/sc/cae_h264/1682179055724322707/mda-pdmaxg5vf0bmrpxx.mp4
3D-1视觉效果,https://vd3.bdstatic.com/mda-mfnc43q5ngnzua6p/sc/cae_h264/1624437508830556235/mda-mfnc43q5ngnzua6p.mp4
终结者频视觉,https://vd3.bdstatic.com/mda-jk1hupziz0524rq1/mda-jk1hupziz0524rq1.mp4
橙记港剧✔原,https://live.ottiptv.cc/douyu/4549169
科幻Fans轮播,http://8.155.43.98:35455/douyu/3508304
北方导视,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000187
印度片系列,https://live.ottiptv.cc/huya/26355799
笑傲江湖,https://live.metshop.top/yy/1354936128
欢乐集结号,https://live.metshop.top/yy/1354931582
许君聪小品,https://www.goodiptv.club/douyu/10419558
奇光主播e,https://live.ottiptv.cc/douyu/11849873
功夫之王视觉,https://vdse.bdstatic.com//92bd4a8082ab3cb7e96e1d852bc0d5f4.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-05-07T19%3A35%3A37Z%2F-1%2Fhost%2Fbac03dc21a0ea989035da20433039cdcc82efc3a5773df7c4dbcf4d6b6d62443
宇宙视界,https://www.goodiptv.club/douyu/9498354
贝爷贰厅,https://live.ottiptv.cc/douyu/4332
小苹果,http://vd1.bdstatic.com/mda-hc2rwgemn6yrnvw2/mda-hc2rwgemn6yrnvw2.mp4
热门港剧✔原,https://live.ottiptv.cc/douyu/5522351
宋小宝经典小品,https://live.ottiptv.cc/douyu/9817729
科幻解说轮播,http://8.155.43.98:35455/douyu/9338839
傲娇的超级赛亚人,https://live.ottiptv.cc/douyu/4373285
高分片系列,https://live.ottiptv.cc/huya/23902225
华语影视✔原,https://live.ottiptv.cc/douyu/3928
美食,http://43.138.0.72:35455/yy/1382736920
麻花经典,https://www.goodiptv.club/douyu/10153463
刘哔电影,https://www.goodiptv.club/douyu/2632223
爱尔达体育2,http://www.kaniptv.cn/ua3.php?etoken=W98DGESOWInL3wHSC1Zl4uVKhR4QDoXCF%2Fam00K3MehiBtE%2F0DgW5mcUaBiNx8aUqoOc6BkQBEnyelA%2B9Dy25ev97f8hXkrA49FlkpRUHpdbn8tF3UYH1UbBbKjc2epfAZSWdS6qDpVHEQwE%2Bq1owO2nI8%2FgNMOF4cOJdMKkFnY%2BnXE9W5ZqjeayKQhFWMQR6KGBj%2F%2BDdNvpS%2BSowMw6x5hHXfFIIh9PHnBVrKUHLlWgYKKEfbdaY2hei%2FG0NDgl0qU3yRxncdPcA6UEZj7VF2mGWJ%2BRvq9QWM1jCo712aLOSDwPXyT%2FVdn0ChgS4xleb3T9AmjauWyQ9VdI%2FSMyAA%3D%3D
新游记专场,https://live.ottiptv.cc/huya/20985794
戏台国语超,http://jx.999315.xyz/yzzy/20250912/1627_97d01458/index.m3u8
热门片系列,https://live.ottiptv.cc/huya/880261
最爱宋小宝,https://live.metshop.top/yy/1354936198
我是大侦探专场,https://live.ottiptv.cc/huya/20969140
Channel V6,https://media.ksl.com/watchit/vod/41534/playlist.m3u8
赵本山经典小品,https://live.ottiptv.cc/douyu/9817716
2025-9-3阅兵,http://jx.999315.xyz/yzzy/20250903/20785_ad349260/index.m3u8
3030相声小品,https://live.ottiptv.cc/douyu/9286868
开心麻花街,https://live.metshop.top/yy/1354926643
三台电视,http://125.65.94.91:12351/live
番禺,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
东极岛国语,http://jx.999315.xyz/yzzy/20251004/1208_a58149d3/index.m3u8
变形计专场,https://live.ottiptv.cc/huya/23903164
真香动漫,https://www.goodiptv.club/douyu/9391292
粤语综艺轮播,http://8.155.43.98:35455/douyu/7919720
冰冰影厅✔原,https://live.ottiptv.cc/douyu/74374
经典,https://live.ottiptv.cc/douyu/6091425
天良,http://60.248.91.20:8000/main
特辑电影,https://live.ottiptv.cc/douyu/3637778
看电影了没V,https://www.goodiptv.club/douyu/9562616
吴邪私笔记06,http://jx.999315.xyz/yzzy/20250922/20187_6ce77713/index.m3u8
西游记后传,http://43.138.0.72:35455/yy/1353392400
