
❤️歌曲,#genre#
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB星河,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
千禧经典,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
TVB娱乐新闻,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
TVB翡翠台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah005-golive.flv
TVB黄金华剧,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00a12-golive.flv
TVB黄金翡翠,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00a11-golive.flv
TVB无线新闻,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah006-golive.flv
TVB明珠国际,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah008-golive.flv
TVBDRAMA,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00b42-golive.flv
TVBPLUS,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah007-golive.flv
TVBSUPERFREE,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00a18-golive.flv
TVB亚洲剧台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00b37-golive.flv
TVB千禧经典,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00a13-golive.flv
TVB华语剧台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00a15-golive.flv
TVB奥语片台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00b38-golive.flv
TVB娱乐新闻,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah009-golive.flv
TVB戏曲,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00a14-golive.flv
VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
VIUTV,https://live.hkdvb.com/hls/live/99.m3u8?token=631170156112507&edge=live.tvfree.sbs
Now星影,http://205.185.123.236:8899/1/now/stream.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.ctv
香港卫视,https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
凤凰香港,https://stream1.freetv.fun/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.ctv
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
凤凰中文,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8577/.m3u8
凤凰中文,http://146.56.153.245:20121/bysid/258
凤凰中文,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.184:9092
凤凰资讯,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.183:9086
凤凰资讯,http://146.56.153.245:20121/bysid/257
凤凰资讯,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8576/.m3u8
澳视澳门,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视澳门,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳门卫视,http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳门资讯,http://61.244.22.4/ch5/info_ch5.live/chunklist_w1046558591.m3u8
澳门资讯,http://61.244.22.4/ch5/info_ch5.live/master.m3u8

💓台湾台📶,#genre#
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
东森新闻,http://211.72.65.236:8540/.m3u8
东森新闻,https://4gtv.mytvsuper.xyz/4gtv.php?id=4gtv-4gtv152
东森新闻,http://free.xiptv.x10.bz/4gtv.php?id=4gtv-4gtv152
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-4.m3u8
东森综合,http://211.72.65.236:8524/.m3u8
东森综合,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8524/.m3u8
东森财经,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/refs/heads/master/TV03.m3u8
东森电影,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MDED1943740419437404&ct=19225&tsum=120834a4218c4b5c3bb19efb8116f859
东森电影,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MBDB9268852192688521&ct=19254&tsum=7514b50ebc2e4b06f2e402578d0ac996
东森电影,http://1b6467f415.iok.la:9931/tsfile/live/1043_1.m3u8
东森电影,http://iptv12k.com:35461/live/test167/12345/1254.m3u8
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS新闻,http://211.72.65.236:8574/.m3u8
TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?
TVBS欢乐,http://37.27.111.214:8080/live/24/hls.m3u8
TVBS欢乐,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8532/.m3u8
TVBS欢乐,http://23.224.49.18:8866/haiou.php?id=4gtv-4gtv068
中天新闻,https://4gtv.mytvsuper.xyz/4gtv.php?id=4gtv-4gtv009
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
非凡新闻,https://4gtv.mytvsuper.xyz/4gtv.php?id=4gtv-4gtv010
年代新闻,http://211.72.65.236:8539/.m3u8
纬来综合,http://211.72.65.236:8518/.m3u8
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8
华视新闻,https://stream1.freetv.fun/hua-shi-2.m3u8
华视新闻,http://211.72.65.236:8503/.m3u8

💓虎牙轮播平台,#genre#
非凡武林,http://124.248.69.76:2678121674665
梁非凡吔X啦,http://124.248.69.76:2678123749083
梁非凡吃点啥,http://124.248.69.76:2678121059577
香港喜剧大全,http://124.248.69.76:2678123865080
iTVB大后宫,http://124.248.69.76:2678123863804
非凡武林2,http://124.248.69.76:2678129982677

🌐央视频道,#genre#
CCTV风云剧场,http://60.2.190.206:4000/udp/239.253.93.251:6429
CCTV兵器科技,http://59.35.185.47:8188/udp/239.253.43.9:5146
CCTV兵器科技,http://60.2.190.206:4000/udp/239.253.93.47:6435
CCTV第一剧场,http://183.236.43.98:4013/udp/239.253.43.15:5146
CCTV央视台球,http://59.35.185.47:8188/udp/239.253.43.11:5146
CCTV世界地理,http://60.2.190.206:4000/udp/239.253.92.131:6113
CCTV世界地理,http://60.2.190.206:4000/udp/239.253.92.113:8066
CCTV怀旧剧场,http://60.2.190.206:4000/udp/239.253.93.252:6430
CCTV14-少儿,http://60.2.190.206:4000/udp/239.253.92.198:6063
CCTV9-纪录,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv9hd/50/index.m3u8?msisdn=20260524020204e9b4b23bbc1647019b41717329cca6c6&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20260524020204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=171.8.79.254&SecurityKey=20260524020204&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=78a543e5535144deb8f570c8fc2d191e
CCTV11-戏曲,http://111.43.126.240:9003/hls/24/index.m3u8
CCTV16-奥林匹克,http://111.43.126.240:9003/hls/29/index.m3u8
CCTV5+体育赛事,http://111.43.126.240:9003/hls/81/index.m3u8
CCTV16-奥林匹克,http://www.px663.cn:35455/gaoma/cctv16.m3u8
CCTV15-音乐,http://www.px663.cn:35455/gaoma/cctv15.m3u8
CCTV3-综艺,https://migu.188766.xyz/?migutoken=bf3ee022764a084a05111476c70bbc51&id=CCTV3&pp=1
CCTV11-戏曲,http://60.2.190.206:4000/udp/239.253.93.153:6321
CCTV14-少儿,https://live.264788.xyz/channel/cctv14?streamid=cabc817805412b81748c942b2dcb39c5&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV12-社会与法,http://60.2.190.206:4000/udp/239.253.92.197:6062
CCTV1-综合,http://60.2.190.206:4000/udp/239.253.92.83:8012
CCTV11-戏曲,http://www.px663.cn:35455/gaoma/cctv11.m3u8
CCTV4-中文国际,http://60.2.190.206:4000/udp/239.253.93.193:6371
CCTV5-体育,http://60.2.190.206:4000/udp/239.253.92.181:6046
CCTV16-奥林匹克,http://111.43.126.240:9003/hls/86/index.m3u8
CCTV14-少儿,http://www.px663.cn:35455/gaoma/cctv14.m3u8
CCTV4-中文国际,http://www.px663.cn:35455/gaoma/cctv4.m3u8
CCTV12-社会与法,http://111.43.126.240:9003/hls/25/index.m3u8
CCTV2-财经,http://60.2.190.206:4000/udp/239.253.92.190:6065
CCTV4-中文国际,https://piccpndali.v.myalicdn.com/audio/cctvamerica_2.m3u8
CCTV1-综合,http://www.px663.cn:35455/gaoma/cctv1.m3u8
CCTV13-新闻,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/1000/index.m3u8?msisdn=202605222202058160120ac3424ed29a81b34a14322f70&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20260522220205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=171.8.79.254&SecurityKey=20260522220205&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-9.5.1.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=e73e9fe1dd23bbc147396837ef5f2599
CCTV4-中文国际,http://60.2.190.206:4000/udp/239.253.92.251:6141
CCTV3-综艺,http://www.px663.cn:35455/gaoma/cctv3.m3u8
CCTV8-电视剧,http://iptv77.iptv66.eu.org:35455/gaoma/cctv8.m3u8
CCTV3-综艺,https://www.freetv.top/migu/624878271.m3u8?migutoken=380a18fe8dc81109270780918e605114ca218bcfa395aaa8682b605d1622439ffe7981dbd10f378c9c045f872d48dce39babcb012c7362dc8b21835e88fde6457bacaa4082c74879d64ad7aee4
CCTV4-中文国际,http://60.2.190.206:4000/udp/239.253.93.192:6370
CCTV11-戏曲,https://stream1.freetv.fun/883cf5ed5a80c6930564927ac008c9239378987db7d355ae42e6634b9dc86bbc.m3u8
CCTV17-农业农村,http://60.2.190.206:4000/udp/239.253.93.150:6318
CCTV10-科教,http://60.2.190.206:4000/udp/239.253.92.196:6061
CCTV5-体育,http://www.px663.cn:35455/gaoma/cctv5.m3u8
CCTV9-纪录,http://60.2.190.206:4000/udp/239.253.92.107:6020
CCTV5+体育赛事,http://60.2.190.206:4000/udp/239.253.92.82:8013
CCTV9-纪录,http://t.live.cntv.cn/m3u8/cctv400.m3u8
CCTV14-少儿,http://111.43.126.240:9003/hls/27/index.m3u8
CCTV13-新闻,http://www.px663.cn:35455/gaoma/cctv13.m3u8
CCTV15-音乐,http://111.43.126.240:9003/hls/28/index.m3u8
CCTV17-农业农村,http://www.px663.cn:35455/gaoma/cctv17.m3u8
CCTV6-电影,http://60.2.190.206:4000/udp/239.253.92.193:6058
CCTV8-电视剧,http://60.2.190.206:4000/udp/239.253.92.195:6060
CCTV3-综艺,http://60.2.190.206:4000/udp/239.253.92.191:6057
CCTV10-科教,http://www.px663.cn:35455/gaoma/cctv10.m3u8
CCTV12-社会与法,http://www.px663.cn:35455/gaoma/cctv12.m3u8
CCTV15-音乐,http://60.2.190.206:4000/udp/239.253.93.154:6322
CCTV4-中文国际,https://piccpndali.v.myalicdn.com/audio/cctveurope_2.m3u8
CCTV5+体育赛事,http://www.px663.cn:35455/gaoma/cctv5p.m3u8
CCTV13-新闻,http://60.2.190.206:4000/udp/239.253.92.13:8008
CCTV9-纪录,http://www.px663.cn:35455/gaoma/cctv9.m3u8
CCTV13-新闻,http://111.43.126.240:9003/hls/26/index.m3u8
CCTV3-综艺,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001186/index.m3u8?streamid=bf8db09e1cc53a2b7ab59e4f4ed11a20&streamkey=06Au6xOXDlDEaaQWeYRemlansdBarTPFm8IxFwCXJdwI6lWmZxIaRqpzg2uUxbPvqfccdnVsBlbT9GvauX4LNyXBwcSKyryXh2jRfE6X0nxHozf2&token=1775845150-393eb1cab48579e2-0-8468bc202079d3e8e98db0ac5d526274
CCTV7-国防军事,http://60.2.190.206:4000/udp/239.253.92.194:6059

📡卫视频道,#genre#
安多卫视,https://stream1.freetv.fun/52d0df257c5c3cec42f2ae19268dbbc261256ff391b27bd83553bea941d0c186.m3u8
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8
安徽卫视,http://60.2.190.206:4000/udp/239.253.92.209:6566
北京卫视,https://stream1.freetv.fun/9a04539c74e46e6df1cc2314f4ad5b56e4f9183117ddabcaa54faf0f6fd2f6e4.m3u8
北京卫视,http://60.2.190.206:4000/udp/239.253.92.87:8014
北京卫视,http://183.236.43.98:4013/udp/239.77.1.151:5146
兵团卫视,http://60.2.190.206:4000/udp/239.253.93.176:6344
东方卫视,http://60.2.190.206:4000/udp/239.253.92.89:8019
东南卫视,http://60.2.190.206:4000/udp/239.253.92.201:6146
凤凰卫视,http://smart.pendy.dpdns.org/Smart.php?id=phoenixtv_hd
凤凰卫视,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视,http://nbtmxdhw.hk3.xyyun.publicvm.com/smt.php?id=phoenixtv_hd
凤凰卫视,http://a21709.tv.netsite.cc/proxy/1650326537/1650326537.m3u8
凤凰卫视,https://smart.pendy.dpdns.org/Smart.php?id=phoenixtv_hd
凤凰卫视,http://218.206.193.218:8888/hls/67/index.m3u8
凤凰卫视,https://stream1.freetv.fun/08e5440bb83a804440e341ae792cffc38d6844b04d5a2c7a4fc5ee04a6fe6bc6.m3u8
凤凰卫视,http://122.152.202.33/s/81a8a44f/index.m3u8?id=15
甘肃卫视,http://111.43.126.240:9003/hls/70/index.m3u8
广东卫视,http://60.2.190.206:4000/udp/239.253.92.206:8108
广东卫视,https://live.264788.xyz/channel/guangdongweishi?streamid=2650b27e8aa5dd88d003b77f0e759abc&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
广西卫视,http://60.2.190.206:4000/udp/239.253.92.76:8043
海南卫视,http://60.2.190.206:4000/udp/239.253.93.155:6323
海南卫视,http://vapi.91kds.cc/live1/hitv.m3u8?id=lyws&apiKey=e9ed154875a88c5a5998f6f0d3bbcdf0
河北卫视,http://60.2.190.206:4000/udp/239.253.92.154:6011
河南卫视,http://60.2.190.206:4000/udp/239.253.92.137:6144
黑龙江卫视,http://60.2.190.206:4000/udp/239.253.92.85:8016
湖北卫视,http://60.2.190.206:4000/udp/239.253.92.210:6567
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
湖南卫视,http://60.2.190.206:4000/udp/239.253.92.84:8015
江苏卫视,https://stream1.freetv.fun/0f935b36e555da8d24b280eec4698b02c1c113abc8ffd506021131a29c843969.m3u8
江苏卫视,http://60.2.190.206:4000/udp/239.253.92.88:8018
康巴卫视,https://stream1.freetv.fun/b3baba1d904b40b2d929ec8cbdfa40800abc7cb6d1c18efed0d6d91d97bce5b3.ctv
辽宁卫视,http://60.2.190.206:4000/udp/239.253.92.115:6056
山东卫视,http://60.2.190.206:4000/udp/239.253.92.207:8109
陕西卫视,http://111.43.126.240:9003/hls/68/index.m3u8
陕西卫视,https://migu.188766.xyz/?migutoken=8469abc0d5aa6ccb99469a494c116046&id=%E9%99%95%E8%A5%BF%E5%8D%AB%E8%A7%86&pp=1
深圳卫视,http://60.2.190.206:4000/udp/239.253.92.86:8017
天津卫视,http://60.2.190.206:4000/udp/239.253.92.91:8021
天津卫视,http://59.35.185.47:8188/udp/239.77.1.141:5146
香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi
香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-7.m3u8
香港卫视,https://stream1.freetv.fun/79e4d77e2f29a2ca7f7cabbbe2ee02d32a4f2f7fb91ae94d0fb9573c9f94b4ab.ctv
香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-13.m3u8
香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-8.m3u8
香港卫视,https://piccpndali.v.myalicdn.com/audio/xianggangweishi_2.m3u8
香港卫视,https://hkstv.tv/api/m3u8-proxy?url=http%3A%2F%2Fwebcast.hkstv.tv%2Flivestream%2Fmutfysrq%2Fplaylist.m3u8
香港卫视,https://migu.188766.xyz/?migutoken=145dcb0b72db51b7f9e229c32e212c08&id=%E9%A6%99%E6%B8%AF%E5%8D%AB%E8%A7%86&pp=1
新疆卫视,https://live.264788.xyz/channel/xinjiangweishi?streamid=bc5373f189ebbc7620c2a4aba9bdc2ec&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
云南卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3d3dy5kc2suY2MvcGhwL3N4Z2QucGhwP2lkPXlud3M=
云南卫视,https://hwapi.yntv.net/ew265l/z1z6s5.m3u8
浙江卫视,http://60.2.190.206:4000/udp/239.253.92.90:8020
浙江卫视,https://stream1.freetv.fun/3bcf99d2946ccf8b6feabbc8298a4630913b805d5965a209a4d2de2ae9ffc79f.m3u8
重庆卫视,http://60.2.190.206:4000/udp/239.253.92.10:6053

电影频道,#genre#
CHC动作电影,http://111.43.126.240:9003/hls/75/index.m3u8
东森电影,http://nbtmxdhw.hk3.xyyun.publicvm.com/smt.php?id=ettvmovie
东森电影,https://live.catvod.com/live.php?id=ettvmovie
东森电影,https://stream1.freetv.fun/dong-sen-dian-ying-6.ctv
东森电影,https://stream1.freetv.fun/dong-sen-dian-ying-1.m3u8
东森电影,https://smt.go-iptv.ggff.net/smart.php?id=ettvmovie&token=Goiptv

国际台,#genre#
BBC,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs15
Fox新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
法·时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
NHK World,https://smt.go-iptv.ggff.net/smart.php?id=nhkworld_japan&token=Goiptv
NHK World,https://live.catvod.com/live.php?id=nhkworld_japan
东森美洲卫视,https://t.freetv.fun/live/dong-sen-mei-zhou-wei-shi.m3u8

纪录片,#genre#
人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
求索纪录,http://60.2.190.206:4000/udp/239.253.93.236:6414
Discovery,http://ott.watch/stream/E9LDH2ZCN7/146.m3u8
Discovery,http://ott.watch/stream/E9LDH2ZCN7/177.m3u8
航拍中国第二季,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8

动画片,#genre#
优漫卡通,http://111.43.126.240:9003/hls/74/index.m3u8
金鹰卡通,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-5.m3u8
炫动卡通,http://111.43.126.240:9003/hls/72/index.m3u8
动漫秀场,http://60.2.190.206:4000/udp/239.253.93.225:6403

戏曲频道,#genre#
梨园频道,http://60.2.190.206:4000/udp/239.253.93.133:6441
梨园频道,https://dxtx.hntv.tv/live/lypd.m3u8?txSecret=10c771842a0be59e8b575d765173ec96&txTime=7B923E0A&wsSecret=41543190cdf375f1c73207222bb96542&wsTime=1769313549
梨园频道,http://60.2.190.206:4000/udp/239.253.92.152:8086
梨园频道,https://dxtx.hntv.tv/live/lypd.m3u8?txSecret=10c771842a0be59e8b575d765173ec96&txTime=7B923E0A&wsSecret=6c9c9c234421ac0070b9cd8768358fa2&wsTime=1767218411
梨园频道,https://dxtx.hntv.tv/live/lypd.m3u8?txSecret=10c771842a0be59e8b575d765173ec96&txTime=7B923E0A&wsSecret=24316de13c7ce7b10851e22a9cd9516c&wsTime=1779573649
东森戏剧,https://smart.pendy.dpdns.org/Smart.php?id=ettvdrama
东森戏剧,http://nbtmxdhw.hk3.xyyun.publicvm.com/smt.php?id=ettvdrama
东森戏剧,http://smart.pendy.dpdns.org/Smart.php?id=ettvdrama
东森戏剧,https://live.catvod.com/live.php?id=ettvdrama
东森戏剧,https://smt.go-iptv.ggff.net/smart.php?id=ettvdrama&token=Goiptv
三立戏剧,http://smart.pendy.dpdns.org/Smart.php?id=sanlixiju_twn
三立戏剧,https://live.catvod.com/live.php?id=sanlixiju_twn
三立戏剧,http://nbtmxdhw.hk3.xyyun.publicvm.com/smt.php?id=sanlixiju_twn
三立戏剧,https://smart.pendy.dpdns.org/Smart.php?id=sanlixiju_twn
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
三立戏剧,https://smt.go-iptv.ggff.net/smart.php?id=sanlixiju_twn&token=Goiptv
公视戏剧,https://stream1.freetv.fun/gong-shi-xi-ju-11.m3u8

☘️湖南频道,#genre#
湖南都市,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-6.m3u8
湖南经视,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-2.m3u8
湖南娱乐,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-13.m3u8
湖南国际,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-4.m3u8
金鹰纪实,http://60.2.190.206:4000/udp/239.253.92.103:6054
金鹰纪实,http://60.2.190.206:4000/rtp/239.253.92.103:6054

☘️广东频道,#genre#
广东新闻,http://59.35.185.47:8188/udp/239.77.0.173:5146
广东民生,http://59.35.185.47:8188/udp/239.77.0.225:5146
广东珠江,http://59.35.185.47:8188/udp/239.77.0.114:5146
广东珠江,http://183.236.43.98:4013/udp/239.77.0.114:5146
广东珠江,http://59.35.185.47:8188/udp/239.77.0.1:5146
广州影视,http://59.35.185.47:8188/udp/239.253.43.73:5146
广州影视,http://183.236.43.98:4013/udp/239.253.43.73:5146
广州新闻,http://183.236.43.98:4013/udp/239.253.43.72:5146
汕尾文化生活,http://183.236.43.98:4013/udp/239.77.0.187:5146
茂名综合,http://183.236.43.98:4013/udp/239.77.0.206:5146
江门侨乡生活,http://183.236.43.98:4013/udp/239.77.0.202:5146
江门综合,http://183.236.43.98:4013/udp/239.77.0.201:5146
河源公共,http://183.236.43.98:4013/udp/239.253.43.214:5146
深圳财经生活,http://183.236.43.98:4013/udp/239.77.1.242:5146
佛山公共,http://183.236.43.98:4013/udp/239.253.43.53:5146
佛山影视,http://183.236.43.98:4013/udp/239.253.43.56:5146

☘️浙江频道,#genre#
杭州明珠,https://stream1.freetv.fun/hang-zhou-ming-zhu-1.ctv
杭州明珠,https://stream1.freetv.fun/hang-zhou-ming-zhu-2.ctv

☘️江苏频道,#genre#
淮安新闻综合,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/jstv/haxinwenzonghe/600/index.m3u8?msisdn=20260524000208d732a1e3b51445dbaf9c899ab8068dfd&mdspid=&spid=699067&netType=0&sid=5500469363&pid=2028597139&timestamp=20260524000208&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731826&ParentNodeID=-99&assertID=5500469363&client_ip=171.8.79.254&SecurityKey=20260524000208&promotionId=&mvid=5102012618&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d5bbbc661cec4e0370be632a7ebdc263

☘️陕西频道,#genre#
陕西体育休闲,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/sxtyxx/50/20250804/index.m3u8?msisdn=202605240202082edbbc93556f4350863b2f0dfc770fa4&mdspid=&spid=600572&netType=0&sid=5910022189&pid=2028597139&timestamp=20260524020208&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909356&ParentNodeID=-99&assertID=5910022189&client_ip=171.8.79.254&SecurityKey=20260524020208&promotionId=&mvid=5900006712&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=478115380614c9c25d0e10a527e11b68

☘️山西频道,#genre#
平遥新闻综合,https://tntgjhjb.live.sxmty.com/live/hls/3a4585ac11ec4e1bb07b419101b370c3/baf63e2b313440c2a25d7859f9b73b05-1.m3u8?zshanxd

☘️北京频道,#genre#
北京新闻,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=btv9&videoTVChannel=btv9&P2PChannelID=pd://cctv_p2p_hdbtv9&tai=btv9&VideoName=btv9&channelID=btv9
北京生活,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=btv7&videoTVChannel=btv7&P2PChannelID=pd://cctv_p2p_hdbtv7&tai=btv7&VideoName=btv7&channelID=btv7
北京科教,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=btv3&P2PChannelID=pd://cctv_p2p_hdbtv3
北京财经,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=btv5&videoTVChannel=btv5&P2PChannelID=pd://cctv_p2p_hdbtv5&tai=btv5&VideoName=btv5&channelID=btv5
北京青年,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=btv8&videoTVChannel=btv8&P2PChannelID=pd://cctv_p2p_hdbtv8&tai=btv8&VideoName=btv8&channelID=btv8

☘️甘肃频道,#genre#
卓尼综合,http://pili-live-hls.hfmt.net/gntv/zntv.m3u8?zgand
永昌综合,http://pili-live-hls.hfmt.net/gntv/gnhytv.m3u8?zgand
舟曲新闻,http://pili-live-hls.hfmt.net/gntv/zqtv.m3u8?zgand

☘️青海频道,#genre#
西宁新闻综合,https://liveout.xntv.tv/a65jur/90p2i1.m3u8

☘️天津频道,#genre#
津南一套,http://play.jinnantv.top/live/JNTV1.m3u8?ztianjd

央视频道,#genre#
CCTV5+,http://kkk.888.3116598.xyz/api.php?n=tttt&id=hWGyoN&tk=FgM0vQMejxvG
CCTV6,https://stream1.freetv.fun/8ec6833d540a5c39f5b2e1558eefcf081be5735308ece54d9d154b5bbcaa130a.m3u8
